Frame;CaptureTime;LogTime;HMDPosition;HMDRotation;GazeStatus;CombinedGazeForward;CombinedGazePosition;InterPupillaryDistanceInMM;LeftEyeStatus;LeftEyeForward;LeftEyePosition;LeftPupilIrisDiameterRatio;LeftPupilDiameterInMM;LeftIrisDiameterInMM;RightEyeStatus;RightEyeForward;RightEyePosition;RightPupilIrisDiameterRatio;RightPupilDiameterInMM;RightIrisDiameterInMM;FocusDistance;FocusStability
1330420;1000007021900854858;63806103215229;(-0.449, 0.119, -0.165);(0.005, -0.009, 0.030, 1.000);VALID;(0.108, 0.078, 0.991);(0.000, 0.000, 0.000);67.875;VALID;(0.177, 0.068, 0.982);(-0.034, 0.000, 0.000);0.274;3.642;13.304;VALID;(-0.029, 0.087, 0.996);(0.034, 0.000, 0.000);0.279;3.660;13.131;0.322743;0
1330421;1000007021905853619;63806103215229;(-0.449, 0.119, -0.165);(0.005, -0.009, 0.030, 1.000);VALID;(0.108, 0.078, 0.991);(0.000, 0.000, 0.000);67.875;VALID;(0.177, 0.068, 0.982);(-0.034, 0.000, 0.000);0.274;3.642;13.304;VALID;(-0.029, 0.087, 0.996);(0.034, 0.000, 0.000);0.279;3.659;13.131;0.3228312;0
1330422;1000007021910852384;63806103215229;(-0.449, 0.119, -0.165);(0.005, -0.009, 0.030, 1.000);VALID;(0.109, 0.078, 0.991);(0.000, 0.000, 0.000);67.875;VALID;(0.177, 0.068, 0.982);(-0.034, 0.000, 0.000);0.274;3.642;13.304;VALID;(-0.029, 0.087, 0.996);(0.034, 0.000, 0.000);0.279;3.662;13.131;0.3243088;0
1330423;1000007021915851153;63806103215229;(-0.449, 0.119, -0.165);(0.005, -0.009, 0.030, 1.000);VALID;(0.110, 0.078, 0.991);(0.000, 0.000, 0.000);67.875;VALID;(0.177, 0.068, 0.982);(-0.034, 0.000, 0.000);0.274;3.642;13.304;VALID;(-0.029, 0.087, 0.996);(0.034, 0.000, 0.000);0.279;3.660;13.131;0.3244749;0
1330424;1000007021920849954;63806103215229;(-0.449, 0.119, -0.165);(0.005, -0.009, 0.030, 1.000);VALID;(0.110, 0.078, 0.991);(0.000, 0.000, 0.000);67.875;VALID;(0.177, 0.068, 0.982);(-0.034, 0.000, 0.000);0.274;3.642;13.304;VALID;(-0.029, 0.087, 0.996);(0.034, 0.000, 0.000);0.278;3.656;13.131;0.3241754;0
1330425;1000007021925852355;63806103215229;(-0.449, 0.119, -0.165);(0.005, -0.009, 0.030, 1.000);VALID;(0.112, 0.078, 0.991);(0.000, 0.000, 0.000);67.875;VALID;(0.177, 0.069, 0.982);(-0.034, 0.000, 0.000);0.274;3.641;13.304;VALID;(-0.028, 0.087, 0.996);(0.034, 0.000, 0.000);0.279;3.658;13.131;0.3256876;0
1330426;1000007021930854856;63806103215229;(-0.449, 0.119, -0.165);(0.005, -0.009, 0.030, 1.000);VALID;(0.112, 0.078, 0.991);(0.000, 0.000, 0.000);67.875;VALID;(0.177, 0.069, 0.982);(-0.034, 0.000, 0.000);0.274;3.641;13.304;VALID;(-0.028, 0.087, 0.996);(0.034, 0.000, 0.000);0.278;3.654;13.131;0.3260247;0
1330427;1000007021935857483;63806103215229;(-0.449, 0.119, -0.165);(0.005, -0.009, 0.030, 1.000);VALID;(0.112, 0.078, 0.991);(0.000, 0.000, 0.000);67.875;VALID;(0.177, 0.069, 0.982);(-0.034, 0.000, 0.000);0.274;3.641;13.304;VALID;(-0.028, 0.087, 0.996);(0.034, 0.000, 0.000);0.278;3.650;13.131;0.3262829;0
1330428;1000007021940860236;63806103215229;(-0.449, 0.119, -0.165);(0.005, -0.009, 0.030, 1.000);VALID;(0.111, 0.078, 0.991);(0.000, 0.000, 0.000);67.875;VALID;(0.177, 0.069, 0.982);(-0.034, 0.000, 0.000);0.274;3.640;13.304;VALID;(-0.028, 0.087, 0.996);(0.034, 0.000, 0.000);0.278;3.646;13.131;0.3264193;0
1330429;1000007021945862979;63806103215229;(-0.449, 0.119, -0.165);(0.005, -0.009, 0.030, 1.000);VALID;(0.112, 0.078, 0.991);(0.000, 0.000, 0.000);67.875;VALID;(0.176, 0.069, 0.982);(-0.034, 0.000, 0.000);0.274;3.640;13.304;VALID;(-0.027, 0.087, 0.996);(0.034, 0.000, 0.000);0.278;3.651;13.131;0.3270908;0
1330430;1000007021950865713;63806103215229;(-0.449, 0.119, -0.165);(0.005, -0.009, 0.030, 1.000);VALID;(0.114, 0.078, 0.990);(0.000, 0.000, 0.000);67.875;VALID;(0.176, 0.069, 0.982);(-0.034, 0.000, 0.000);0.274;3.639;13.304;VALID;(-0.027, 0.087, 0.996);(0.034, 0.000, 0.000);0.278;3.655;13.131;0.3278143;0
1330431;1000007021955868438;63806103215229;(-0.449, 0.119, -0.165);(0.005, -0.009, 0.030, 1.000);VALID;(0.116, 0.078, 0.990);(0.000, 0.000, 0.000);67.875;VALID;(0.176, 0.069, 0.982);(-0.034, 0.000, 0.000);0.274;3.639;13.304;VALID;(-0.027, 0.087, 0.996);(0.034, 0.000, 0.000);0.278;3.656;13.131;0.3284851;0
1330432;1000007021960871154;63806103215230;(-0.449, 0.119, -0.165);(0.005, -0.009, 0.030, 1.000);VALID;(0.115, 0.078, 0.990);(0.000, 0.000, 0.000);67.875;VALID;(0.176, 0.069, 0.982);(-0.034, 0.000, 0.000);0.273;3.638;13.304;VALID;(-0.027, 0.087, 0.996);(0.034, 0.000, 0.000);0.278;3.651;13.131;0.328453;0
1330433;1000007021965873860;63806103215230;(-0.449, 0.119, -0.165);(0.005, -0.009, 0.030, 1.000);VALID;(0.114, 0.078, 0.990);(0.000, 0.000, 0.000);67.875;VALID;(0.176, 0.069, 0.982);(-0.034, 0.000, 0.000);0.273;3.637;13.304;VALID;(-0.027, 0.087, 0.996);(0.034, 0.000, 0.000);0.278;3.648;13.131;0.3283027;0
1330434;1000007021970876556;63806103215230;(-0.449, 0.119, -0.165);(0.005, -0.009, 0.030, 1.000);VALID;(0.113, 0.078, 0.990);(0.000, 0.000, 0.000);67.875;VALID;(0.176, 0.070, 0.982);(-0.034, 0.000, 0.000);0.273;3.635;13.304;VALID;(-0.027, 0.087, 0.996);(0.034, 0.000, 0.000);0.278;3.646;13.131;0.3281653;0
1330435;1000007021975879243;63806103215230;(-0.449, 0.119, -0.165);(0.005, -0.009, 0.030, 1.000);VALID;(0.115, 0.078, 0.990);(0.000, 0.000, 0.000);67.875;VALID;(0.176, 0.070, 0.982);(-0.034, 0.000, 0.000);0.273;3.634;13.304;VALID;(-0.027, 0.087, 0.996);(0.034, 0.000, 0.000);0.278;3.648;13.131;0.3287869;0
1330436;1000007021980881920;63806103215230;(-0.449, 0.119, -0.165);(0.005, -0.009, 0.030, 1.000);VALID;(0.114, 0.079, 0.990);(0.000, 0.000, 0.000);67.875;VALID;(0.176, 0.070, 0.982);(-0.034, 0.000, 0.000);0.273;3.633;13.304;VALID;(-0.027, 0.088, 0.996);(0.034, 0.000, 0.000);0.278;3.647;13.131;0.3278366;0
1330437;1000007021985884480;63806103215230;(-0.449, 0.119, -0.165);(0.005, -0.009, 0.030, 1.000);VALID;(0.113, 0.079, 0.990);(0.000, 0.000, 0.000);67.875;VALID;(0.176, 0.070, 0.982);(-0.034, 0.000, 0.000);0.273;3.632;13.304;VALID;(-0.027, 0.088, 0.996);(0.034, 0.000, 0.000);0.278;3.646;13.131;0.3273354;0
1330438;1000007021990886896;63806103215230;(-0.449, 0.119, -0.165);(0.005, -0.009, 0.030, 1.000);VALID;(0.113, 0.079, 0.990);(0.000, 0.000, 0.000);67.875;VALID;(0.176, 0.070, 0.982);(-0.034, 0.000, 0.000);0.273;3.631;13.304;VALID;(-0.028, 0.088, 0.996);(0.034, 0.000, 0.000);0.278;3.644;13.131;0.3272025;0
1330439;1000007021995889168;63806103215230;(-0.449, 0.119, -0.165);(0.005, -0.009, 0.030, 1.000);VALID;(0.112, 0.079, 0.991);(0.000, 0.000, 0.000);67.875;VALID;(0.176, 0.070, 0.982);(-0.034, 0.000, 0.000);0.273;3.629;13.304;VALID;(-0.028, 0.089, 0.996);(0.034, 0.000, 0.000);0.277;3.642;13.131;0.3272102;0
1330440;1000007022000887972;63806103215230;(-0.449, 0.119, -0.165);(0.005, -0.009, 0.030, 1.000);VALID;(0.110, 0.079, 0.991);(0.000, 0.000, 0.000);67.875;VALID;(0.176, 0.070, 0.982);(-0.034, 0.000, 0.000);0.273;3.627;13.304;VALID;(-0.028, 0.089, 0.996);(0.034, 0.000, 0.000);0.277;3.640;13.131;0.3273069;0
1330441;1000007022005886780;63806103215230;(-0.449, 0.119, -0.165);(0.005, -0.009, 0.030, 1.000);VALID;(0.109, 0.079, 0.991);(0.000, 0.000, 0.000);67.875;VALID;(0.175, 0.070, 0.982);(-0.034, 0.000, 0.000);0.272;3.625;13.304;VALID;(-0.029, 0.089, 0.996);(0.034, 0.000, 0.000);0.277;3.641;13.131;0.3262503;0
1330442;1000007022010885592;63806103215230;(-0.449, 0.119, -0.165);(0.005, -0.009, 0.030, 1.000);VALID;(0.109, 0.079, 0.991);(0.000, 0.000, 0.000);67.875;VALID;(0.175, 0.069, 0.982);(-0.034, 0.000, 0.000);0.272;3.624;13.304;VALID;(-0.029, 0.088, 0.996);(0.034, 0.000, 0.000);0.277;3.641;13.131;0.3265067;0
1330443;1000007022015884408;63806103215230;(-0.449, 0.119, -0.165);(0.005, -0.009, 0.030, 1.000);VALID;(0.107, 0.079, 0.991);(0.000, 0.000, 0.000);67.875;VALID;(0.175, 0.069, 0.982);(-0.034, 0.000, 0.000);0.272;3.623;13.304;VALID;(-0.029, 0.088, 0.996);(0.034, 0.000, 0.000);0.276;3.630;13.131;0.3264793;0
1330444;1000007022020886851;63806103215230;(-0.449, 0.119, -0.165);(0.005, -0.009, 0.030, 1.000);VALID;(0.108, 0.079, 0.991);(0.000, 0.000, 0.000);67.875;VALID;(0.175, 0.069, 0.982);(-0.034, 0.000, 0.000);0.272;3.622;13.304;VALID;(-0.028, 0.088, 0.996);(0.034, 0.000, 0.000);0.276;3.627;13.131;0.3275186;0
1330445;1000007022025889421;63806103215230;(-0.449, 0.119, -0.165);(0.005, -0.009, 0.030, 1.000);VALID;(0.107, 0.079, 0.991);(0.000, 0.000, 0.000);67.875;VALID;(0.175, 0.069, 0.982);(-0.034, 0.000, 0.000);0.272;3.621;13.304;VALID;(-0.028, 0.089, 0.996);(0.034, 0.000, 0.000);0.275;3.605;13.131;0.3277815;0
1330446;1000007022030892117;63806103215230;(-0.449, 0.119, -0.165);(0.005, -0.009, 0.030, 1.000);VALID;(0.107, 0.079, 0.991);(0.000, 0.000, 0.000);67.875;VALID;(0.175, 0.069, 0.982);(-0.034, 0.000, 0.000);0.272;3.620;13.304;VALID;(-0.028, 0.088, 0.996);(0.034, 0.000, 0.000);0.274;3.598;13.131;0.3278768;0
1330447;1000007022035894857;63806103215235;(-0.449, 0.119, -0.165);(0.005, -0.009, 0.030, 0.999);VALID;(0.107, 0.079, 0.991);(0.000, 0.000, 0.000);67.875;VALID;(0.175, 0.069, 0.982);(-0.034, 0.000, 0.000);0.272;3.619;13.304;VALID;(-0.028, 0.088, 0.996);(0.034, 0.000, 0.000);0.273;3.585;13.131;0.3277674;0
1330448;1000007022040897588;63806103215236;(-0.449, 0.119, -0.165);(0.005, -0.009, 0.030, 0.999);VALID;(0.103, 0.079, 0.992);(0.000, 0.000, 0.000);67.875;VALID;(0.175, 0.068, 0.982);(-0.034, 0.000, 0.000);0.272;3.619;13.304;VALID;(-0.028, 0.088, 0.996);(0.034, 0.000, 0.000);0.272;3.573;13.131;0.3284588;0
1330449;1000007022045900310;63806103215236;(-0.449, 0.119, -0.165);(0.005, -0.009, 0.030, 0.999);VALID;(0.098, 0.078, 0.992);(0.000, 0.000, 0.000);67.875;VALID;(0.174, 0.068, 0.982);(-0.034, 0.000, 0.000);0.272;3.618;13.304;VALID;(-0.028, 0.089, 0.996);(0.034, 0.000, 0.000);0.272;3.565;13.131;0.3291929;0
1330450;1000007022050903022;63806103215236;(-0.449, 0.119, -0.165);(0.005, -0.009, 0.030, 0.999);VALID;(0.096, 0.078, 0.992);(0.000, 0.000, 0.000);67.875;VALID;(0.173, 0.068, 0.982);(-0.034, 0.000, 0.000);0.272;3.618;13.304;VALID;(-0.028, 0.089, 0.996);(0.034, 0.000, 0.000);0.271;3.560;13.131;0.329985;0
1330451;1000007022055905725;63806103215236;(-0.449, 0.119, -0.165);(0.005, -0.009, 0.030, 0.999);VALID;(0.094, 0.078, 0.992);(0.000, 0.000, 0.000);67.875;VALID;(0.173, 0.068, 0.983);(-0.034, 0.000, 0.000);0.272;3.617;13.304;VALID;(-0.028, 0.089, 0.996);(0.034, 0.000, 0.000);0.271;3.556;13.131;0.3309174;0
1330452;1000007022060908419;63806103215266;(-0.449, 0.119, -0.165);(0.006, -0.009, 0.030, 0.999);VALID;(0.093, 0.078, 0.993);(0.000, 0.000, 0.000);67.875;VALID;(0.172, 0.068, 0.983);(-0.034, 0.000, 0.000);0.272;3.616;13.304;VALID;(-0.028, 0.088, 0.996);(0.034, 0.000, 0.000);0.271;3.556;13.131;0.331654;0
1330453;1000007022065911104;63806103215266;(-0.449, 0.119, -0.165);(0.006, -0.009, 0.030, 0.999);VALID;(0.090, 0.078, 0.993);(0.000, 0.000, 0.000);67.875;VALID;(0.172, 0.068, 0.983);(-0.034, 0.000, 0.000);0.272;3.616;13.304;VALID;(-0.029, 0.088, 0.996);(0.034, 0.000, 0.000);0.270;3.548;13.131;0.3318213;0
1330454;1000007022070913780;63806103215266;(-0.449, 0.119, -0.165);(0.006, -0.009, 0.030, 0.999);VALID;(0.091, 0.078, 0.993);(0.000, 0.000, 0.000);67.875;VALID;(0.171, 0.067, 0.983);(-0.034, 0.000, 0.000);0.272;3.615;13.304;VALID;(-0.029, 0.088, 0.996);(0.034, 0.000, 0.000);0.270;3.549;13.131;0.3330359;0
1330455;1000007022075916446;63806103215266;(-0.449, 0.119, -0.165);(0.006, -0.009, 0.030, 0.999);VALID;(0.092, 0.078, 0.993);(0.000, 0.000, 0.000);67.875;VALID;(0.171, 0.067, 0.983);(-0.034, 0.000, 0.000);0.272;3.614;13.304;VALID;(-0.029, 0.088, 0.996);(0.034, 0.000, 0.000);0.270;3.550;13.131;0.3336607;0
1330456;1000007022080918995;63806103215266;(-0.449, 0.119, -0.165);(0.006, -0.009, 0.030, 0.999);VALID;(0.092, 0.078, 0.993);(0.000, 0.000, 0.000);67.875;VALID;(0.170, 0.067, 0.983);(-0.034, 0.000, 0.000);0.272;3.613;13.304;VALID;(-0.029, 0.088, 0.996);(0.034, 0.000, 0.000);0.270;3.550;13.131;0.3341301;0
1330457;1000007022085921399;63806103215266;(-0.449, 0.119, -0.165);(0.006, -0.009, 0.030, 0.999);VALID;(0.089, 0.078, 0.993);(0.000, 0.000, 0.000);67.875;VALID;(0.170, 0.067, 0.983);(-0.034, 0.000, 0.000);0.272;3.613;13.304;VALID;(-0.029, 0.088, 0.996);(0.034, 0.000, 0.000);0.270;3.544;13.131;0.3341011;0
1330458;1000007022090920281;63806103215292;(-0.449, 0.119, -0.165);(0.005, -0.010, 0.030, 0.999);VALID;(0.088, 0.078, 0.993);(0.000, 0.000, 0.000);67.875;VALID;(0.170, 0.067, 0.983);(-0.034, 0.000, 0.000);0.272;3.612;13.304;VALID;(-0.029, 0.088, 0.996);(0.034, 0.000, 0.000);0.276;3.622;13.131;0.3347083;0
1330459;1000007022095919167;63806103215292;(-0.449, 0.119, -0.165);(0.005, -0.010, 0.030, 0.999);VALID;(0.088, 0.078, 0.993);(0.000, 0.000, 0.000);67.875;VALID;(0.169, 0.067, 0.983);(-0.034, 0.000, 0.000);0.271;3.611;13.304;VALID;(-0.029, 0.088, 0.996);(0.034, 0.000, 0.000);0.277;3.632;13.131;0.3352808;0
1330460;1000007022100918057;63806103215292;(-0.449, 0.119, -0.165);(0.005, -0.010, 0.030, 0.999);VALID;(0.087, 0.078, 0.993);(0.000, 0.000, 0.000);67.875;VALID;(0.169, 0.067, 0.983);(-0.034, 0.000, 0.000);0.271;3.610;13.304;VALID;(-0.029, 0.089, 0.996);(0.034, 0.000, 0.000);0.268;3.518;13.131;0.3360437;0
1330461;1000007022105916951;63806103215292;(-0.449, 0.119, -0.165);(0.005, -0.010, 0.030, 0.999);VALID;(0.087, 0.078, 0.993);(0.000, 0.000, 0.000);67.875;VALID;(0.169, 0.067, 0.983);(-0.034, 0.000, 0.000);0.271;3.609;13.304;VALID;(-0.029, 0.089, 0.996);(0.034, 0.000, 0.000);0.267;3.501;13.131;0.3355776;0
1330462;1000007022110919364;63806103215292;(-0.449, 0.119, -0.165);(0.005, -0.010, 0.030, 0.999);VALID;(0.088, 0.078, 0.993);(0.000, 0.000, 0.000);67.875;VALID;(0.170, 0.067, 0.983);(-0.034, 0.000, 0.000);0.271;3.608;13.304;VALID;(-0.029, 0.089, 0.996);(0.034, 0.000, 0.000);0.267;3.502;13.131;0.3351402;0
1330463;1000007022115921904;63806103215300;(-0.449, 0.119, -0.165);(0.005, -0.010, 0.030, 0.999);VALID;(0.088, 0.078, 0.993);(0.000, 0.000, 0.000);67.875;VALID;(0.170, 0.067, 0.983);(-0.034, 0.000, 0.000);0.271;3.607;13.304;VALID;(-0.029, 0.089, 0.996);(0.034, 0.000, 0.000);0.267;3.502;13.131;0.3348367;0
1330464;1000007022120924570;63806103215300;(-0.449, 0.119, -0.165);(0.005, -0.010, 0.030, 0.999);VALID;(0.087, 0.078, 0.993);(0.000, 0.000, 0.000);67.875;VALID;(0.170, 0.067, 0.983);(-0.034, 0.000, 0.000);0.271;3.606;13.304;VALID;(-0.028, 0.090, 0.996);(0.034, 0.000, 0.000);0.267;3.503;13.131;0.3352673;0
1330465;1000007022125927281;63806103215314;(-0.449, 0.119, -0.165);(0.004, -0.010, 0.029, 1.000);VALID;(0.086, 0.079, 0.993);(0.000, 0.000, 0.000);67.875;VALID;(0.170, 0.067, 0.983);(-0.034, 0.000, 0.000);0.271;3.606;13.304;VALID;(-0.028, 0.090, 0.996);(0.034, 0.000, 0.000);0.267;3.504;13.131;0.3356763;0
1330466;1000007022130929983;63806103215314;(-0.449, 0.119, -0.165);(0.004, -0.010, 0.029, 1.000);VALID;(0.085, 0.079, 0.993);(0.000, 0.000, 0.000);67.875;VALID;(0.169, 0.067, 0.983);(-0.034, 0.000, 0.000);0.271;3.606;13.304;VALID;(-0.028, 0.090, 0.996);(0.034, 0.000, 0.000);0.268;3.515;13.131;0.3361443;0
1330467;1000007022135932675;63806103215314;(-0.449, 0.119, -0.165);(0.004, -0.010, 0.029, 1.000);VALID;(0.084, 0.079, 0.993);(0.000, 0.000, 0.000);67.875;VALID;(0.169, 0.067, 0.983);(-0.034, 0.000, 0.000);0.271;3.606;13.304;VALID;(-0.028, 0.090, 0.996);(0.034, 0.000, 0.000);0.268;3.521;13.131;0.3366823;0
1330468;1000007022140935358;63806103215335;(-0.449, 0.119, -0.165);(0.004, -0.010, 0.029, 1.000);VALID;(0.084, 0.079, 0.993);(0.000, 0.000, 0.000);67.875;VALID;(0.169, 0.067, 0.983);(-0.034, 0.000, 0.000);0.271;3.606;13.304;VALID;(-0.028, 0.090, 0.996);(0.034, 0.000, 0.000);0.268;3.526;13.131;0.3370221;0
1330469;1000007022145938032;63806103215335;(-0.449, 0.119, -0.165);(0.004, -0.010, 0.029, 1.000);VALID;(0.085, 0.079, 0.993);(0.000, 0.000, 0.000);67.875;VALID;(0.170, 0.067, 0.983);(-0.034, 0.000, 0.000);0.271;3.606;13.304;VALID;(-0.028, 0.090, 0.996);(0.034, 0.000, 0.000);0.269;3.529;13.131;0.3365276;0
1330470;1000007022150940697;63806103215335;(-0.449, 0.119, -0.165);(0.004, -0.010, 0.029, 1.000);VALID;(0.086, 0.079, 0.993);(0.000, 0.000, 0.000);67.875;VALID;(0.170, 0.067, 0.983);(-0.034, 0.000, 0.000);0.271;3.606;13.304;VALID;(-0.028, 0.090, 0.996);(0.034, 0.000, 0.000);0.269;3.532;13.131;0.3361629;0
1330471;1000007022155943352;63806103215335;(-0.449, 0.119, -0.165);(0.004, -0.010, 0.029, 1.000);VALID;(0.087, 0.079, 0.993);(0.000, 0.000, 0.000);67.875;VALID;(0.170, 0.067, 0.983);(-0.034, 0.000, 0.000);0.271;3.606;13.304;VALID;(-0.028, 0.090, 0.996);(0.034, 0.000, 0.000);0.269;3.533;13.131;0.3354788;0
1330472;1000007022160945998;63806103215352;(-0.449, 0.119, -0.165);(0.004, -0.009, 0.029, 1.000);VALID;(0.089, 0.079, 0.993);(0.000, 0.000, 0.000);67.875;VALID;(0.170, 0.067, 0.983);(-0.034, 0.000, 0.000);0.271;3.606;13.304;VALID;(-0.028, 0.089, 0.996);(0.034, 0.000, 0.000);0.270;3.547;13.131;0.3358875;0
1330473;1000007022165948635;63806103215352;(-0.449, 0.119, -0.165);(0.004, -0.009, 0.029, 1.000);VALID;(0.088, 0.079, 0.993);(0.000, 0.000, 0.000);67.875;VALID;(0.170, 0.068, 0.983);(-0.034, 0.000, 0.000);0.271;3.606;13.304;VALID;(-0.027, 0.090, 0.996);(0.034, 0.000, 0.000);0.270;3.546;13.131;0.336136;0
1330474;1000007022170951263;63806103215352;(-0.449, 0.119, -0.165);(0.004, -0.009, 0.029, 1.000);VALID;(0.088, 0.079, 0.993);(0.000, 0.000, 0.000);67.875;VALID;(0.171, 0.068, 0.983);(-0.034, 0.000, 0.000);0.271;3.606;13.304;VALID;(-0.027, 0.090, 0.996);(0.034, 0.000, 0.000);0.270;3.546;13.131;0.3359123;0
1330475;1000007022175953774;63806103215368;(-0.449, 0.119, -0.166);(0.004, -0.009, 0.029, 1.000);VALID;(0.089, 0.079, 0.993);(0.000, 0.000, 0.000);67.875;VALID;(0.171, 0.068, 0.983);(-0.034, 0.000, 0.000);0.271;3.607;13.304;VALID;(-0.027, 0.090, 0.996);(0.034, 0.000, 0.000);0.270;3.549;13.131;0.3356295;0
1330476;1000007022180952734;63806103215368;(-0.449, 0.119, -0.166);(0.004, -0.009, 0.029, 1.000);VALID;(0.089, 0.079, 0.993);(0.000, 0.000, 0.000);67.875;VALID;(0.171, 0.068, 0.983);(-0.034, 0.000, 0.000);0.271;3.608;13.304;VALID;(-0.027, 0.090, 0.996);(0.034, 0.000, 0.000);0.270;3.548;13.131;0.3349033;0
1330477;1000007022185951698;63806103215368;(-0.449, 0.119, -0.166);(0.004, -0.009, 0.029, 1.000);VALID;(0.090, 0.079, 0.993);(0.000, 0.000, 0.000);67.875;VALID;(0.172, 0.069, 0.983);(-0.034, 0.000, 0.000);0.271;3.608;13.304;VALID;(-0.027, 0.090, 0.996);(0.034, 0.000, 0.000);0.270;3.549;13.131;0.3346517;0
1330478;1000007022190950666;63806103215368;(-0.449, 0.119, -0.166);(0.004, -0.009, 0.029, 1.000);VALID;(0.092, 0.079, 0.993);(0.000, 0.000, 0.000);67.875;VALID;(0.172, 0.069, 0.983);(-0.034, 0.000, 0.000);0.271;3.609;13.304;VALID;(-0.027, 0.090, 0.996);(0.034, 0.000, 0.000);0.270;3.550;13.131;0.3339415;0
1330479;1000007022195949637;63806103215390;(-0.449, 0.119, -0.166);(0.005, -0.008, 0.029, 1.000);VALID;(0.094, 0.080, 0.992);(0.000, 0.000, 0.000);67.875;VALID;(0.173, 0.069, 0.983);(-0.034, 0.000, 0.000);0.271;3.611;13.304;VALID;(-0.027, 0.090, 0.996);(0.034, 0.000, 0.000);0.270;3.551;13.131;0.3332427;0
1330480;1000007022200948611;63806103215390;(-0.449, 0.119, -0.166);(0.005, -0.008, 0.029, 1.000);VALID;(0.095, 0.080, 0.992);(0.000, 0.000, 0.000);67.875;VALID;(0.173, 0.069, 0.982);(-0.034, 0.000, 0.000);0.272;3.613;13.304;VALID;(-0.027, 0.090, 0.996);(0.034, 0.000, 0.000);0.270;3.548;13.131;0.33225;0
1330481;1000007022205951104;63806103215390;(-0.449, 0.119, -0.166);(0.005, -0.008, 0.029, 1.000);VALID;(0.095, 0.080, 0.992);(0.000, 0.000, 0.000);67.875;VALID;(0.174, 0.070, 0.982);(-0.034, 0.000, 0.000);0.272;3.614;13.304;VALID;(-0.027, 0.090, 0.996);(0.034, 0.000, 0.000);0.270;3.545;13.131;0.3313181;0
1330482;1000007022210953723;63806103215390;(-0.449, 0.119, -0.166);(0.005, -0.008, 0.029, 1.000);VALID;(0.095, 0.080, 0.992);(0.000, 0.000, 0.000);67.875;VALID;(0.175, 0.070, 0.982);(-0.034, 0.000, 0.000);0.272;3.615;13.304;VALID;(-0.027, 0.090, 0.996);(0.034, 0.000, 0.000);0.270;3.543;13.131;0.3305309;0
1330483;1000007022215956441;63806103215407;(-0.449, 0.119, -0.166);(0.005, -0.008, 0.029, 1.000);VALID;(0.096, 0.080, 0.992);(0.000, 0.000, 0.000);67.875;VALID;(0.175, 0.070, 0.982);(-0.034, 0.000, 0.000);0.272;3.616;13.304;VALID;(-0.027, 0.090, 0.996);(0.034, 0.000, 0.000);0.270;3.544;13.131;0.3296041;0
1330484;1000007022220959149;63806103215407;(-0.449, 0.119, -0.166);(0.005, -0.008, 0.029, 1.000);VALID;(0.100, 0.080, 0.992);(0.000, 0.000, 0.000);67.875;VALID;(0.175, 0.070, 0.982);(-0.034, 0.000, 0.000);0.272;3.617;13.304;VALID;(-0.027, 0.090, 0.996);(0.034, 0.000, 0.000);0.270;3.545;13.131;0.3297795;0
1330485;1000007022225961848;63806103215407;(-0.449, 0.119, -0.166);(0.005, -0.008, 0.029, 1.000);VALID;(0.100, 0.080, 0.992);(0.000, 0.000, 0.000);67.875;VALID;(0.176, 0.070, 0.982);(-0.034, 0.000, 0.000);0.272;3.617;13.304;VALID;(-0.027, 0.090, 0.996);(0.034, 0.000, 0.000);0.270;3.544;13.131;0.3294335;0
1330486;1000007022230964538;63806103215408;(-0.449, 0.119, -0.166);(0.005, -0.008, 0.029, 1.000);VALID;(0.098, 0.080, 0.992);(0.000, 0.000, 0.000);67.875;VALID;(0.175, 0.070, 0.982);(-0.034, 0.000, 0.000);0.272;3.618;13.304;VALID;(-0.027, 0.090, 0.996);(0.034, 0.000, 0.000);0.270;3.542;13.131;0.3299761;0
1330487;1000007022235967218;63806103215427;(-0.449, 0.119, -0.165);(0.005, -0.008, 0.030, 1.000);VALID;(0.098, 0.080, 0.992);(0.000, 0.000, 0.000);67.875;VALID;(0.175, 0.070, 0.982);(-0.034, 0.000, 0.000);0.272;3.619;13.304;VALID;(-0.027, 0.090, 0.996);(0.034, 0.000, 0.000);0.270;3.545;13.131;0.3301804;0
1330488;1000007022240969889;63806103215427;(-0.449, 0.119, -0.165);(0.005, -0.008, 0.030, 1.000);VALID;(0.099, 0.080, 0.992);(0.000, 0.000, 0.000);67.875;VALID;(0.175, 0.070, 0.982);(-0.034, 0.000, 0.000);0.272;3.620;13.304;VALID;(-0.027, 0.090, 0.996);(0.034, 0.000, 0.000);0.270;3.547;13.131;0.3309504;0
1330489;1000007022245972551;63806103215427;(-0.449, 0.119, -0.165);(0.005, -0.008, 0.030, 1.000);VALID;(0.099, 0.080, 0.992);(0.000, 0.000, 0.000);67.875;VALID;(0.174, 0.070, 0.982);(-0.034, 0.000, 0.000);0.272;3.620;13.304;VALID;(-0.026, 0.090, 0.996);(0.034, 0.000, 0.000);0.270;3.547;13.131;0.3315353;0
1330490;1000007022250975204;63806103215447;(-0.449, 0.119, -0.165);(0.005, -0.008, 0.030, 1.000);VALID;(0.098, 0.080, 0.992);(0.000, 0.000, 0.000);67.875;VALID;(0.174, 0.070, 0.982);(-0.034, 0.000, 0.000);0.272;3.622;13.304;VALID;(-0.026, 0.090, 0.996);(0.034, 0.000, 0.000);0.270;3.543;13.131;0.3318328;0
